ID|Victim|Domain|Date|Country|Title|Summary|URL
72|Katholische Hospitalvereinigung Ostwestfalen (KHO)|kho.de|2023-12-24|DEU|Ostwestfalen-Lippe: Cyberangriff auf Krankenhäuser|Des attaquants non identifiés ont compromis les systèmes informatiques de la Katholische Hospitalvereinigung Ostwestfalen (KHO) en Allemagne, en chiffrant des données de manière ciblée dans une attaque probablement menée par le ransomware LockBit 3.0. En réponse, tous les systèmes ont été immédiatement arrêtés pour des raisons de sécurité et un état-major de crise a été mis en place, bien que les données des patients restent accessibles grâce aux systèmes de sauvegarde. Le Bundeskriminalamt (Office fédéral de la police criminelle) a été informé et les spécialistes de la sécurité informatique travaillent à résoudre le problème, tandis que l'hôpital continue de fonctionner avec|https://www.westfalen-blatt.de/owl/bielefeld/cyberangriff-krankenhaeuser-ostwestfalen-lippe-herford-guetersloh-2889405
73|Commune de Härjedalen|harjedalen.se|2023-12-23|SWE|IT-attacken mot Härjedalens kommun är ett utpressningsförsök|La commune de Härjedalen en Suède a été victime d'une cyberattaque sérieuse le jour avant Noël, entraînant la paralysie de ses systèmes informatiques et empêchant des opérations telles que le paiement de factures ou la réception d'emails. Les techniciens informatiques de la commune, aidés par des consultants externes, travaillent sans relâche depuis l'attaque pour résoudre le problème.|https://www.jamtlandstidning.se/harjedalen-harjedalens-kommun-it-attack/it-attacken-mot-harjedalens-kommun-ar-ett-utpressningsforsok/207351
74|INRAE|inrae.fr|2023-12-22|FRA|"Bourgogne-Franche-Comté. Cyberattaque contre l’Inrae : "" Nous avons été fortement impactés """|Fin décembre, l'Institut national de recherche pour l'agriculture, l'alimentation et l'environnement (Inrae) a été victime d'une cyberattaque importante. Bien que fortement impacté, l'Inrae assure que la situation est désormais sous contrôle, et les équipes travaillent activement pour un retour à la normale, avec une mobilisation et une solidarité importantes. L'Inrae de Bourgogne-Franche-Comté, centré sur l'agroécologie, l'alimentation, le goût, l'économie et la sociologie des territoires, est concerné par cette attaque.|https://www.bienpublic.com/faits-divers-justice/2024/01/12/cyberattaque-contre-l-inrae-nous-avons-ete-fortement-impactes
75|Coop Värmland|coopvarmland.se|2023-12-22|SWE|Hackerattack mot Coop - går inte betala med kort|Une cyberattaque a empêché les paiements par carte dans les magasins Coop de Värmland en Suède pendant une grande partie du vendredi. Klas Olsson, le directeur de la communication de Coop Värmland, a indiqué que le problème a été résolu et que les paiements par carte fonctionnaient à nouveau, mais que l'attaque visait apparemment une forme d'extorsion économique sans qu'aucune demande de rançon n'ait été formulée. Coop Värmland rencontre toujours des problèmes avec ses systèmes de commande et prévoit de travailler à leur résolution pendant toute la période de Noël.|https://www.tv4.se/artikel/1wCdrTThajamWHl1nV9oG6/hackerattack-mot-coop-gar-inte-betala-med-kort
76|Xonar|xonar.nl|2023-12-21|NLD|Gegevens gestolen bij cyberaanval jeugdzorginstelling Xonar - 1Limburg|Une institution de soins de santé, Xonar, basée dans le sud du Limbourg, a été victime d'une cyberattaque au cours de laquelle des données ont été volées. Les employés, les clients et d'autres personnes de contact de l'organisme de soins sont actuellement informés, et bien qu'il ne soit pas encore clair quelles données ont été volées, Xonar affirme qu'elles n'ont pas encore été publiées par les pirates, et la possibilité d'une demande de rançon n'a pas été confirmée.|https://www.1limburg.nl/nieuws/2363070/gegevens-gestolen-bij-cyberaanval-jeugdzorginstelling-xonar
77|Court Services Victoria (CSV)|courts.vic.gov.au|2023-12-21|AUS|Cyber attack on Victoria's court system may have exposed recordings of sensitive cases - ABC News|Le système judiciaire de Victoria a été victime d'une attaque par ransomware, découverte le 21 décembre, qui a potentiellement exposé des enregistrements d'audiences sensibles, notamment des témoignages de témoins. Les experts en cybersécurité pensent que des pirates russes sont à l'origine de l'attaque, utilisant un ransomware commercial appelé Qilin pour chiffrer et voler les données, menaçant de les divulguer si une rançon n'est pas payée. Court Services Victoria a isolé et désactivé le réseau affecté pour contenir l'attaque et a mis en place un centre de contact pour les personnes concernées, assurant que les audiences de janvier se dérouleront comme prévu.|https://www.abc.net.au/news/2024-01-02/victoria-court-system-targeted-in-cyber-attack-russian-hackers/103272118
78|Ohio Lottery|ohiolottery.com|2023-12-21|USA|Ohio Lottery cyber incident on Christmas Eve compromises mobile cashing|Un incident de cybersécurité survenu le 21 décembre a affecté certaines applications internes de la Loterie de l'Ohio, entraînant l'indisponibilité des options de paiement mobile et des encaissements de prix supérieurs à 599 dollars chez les Super Détaillants. Bien que le système de jeu public reste pleinement opérationnel, les numéros gagnants pour les jeux KENO, Lucky One et les jackpots progressifs EZPLAY ne sont pas consultables sur le site web ou l'application mobile, mais peuvent être vérifiés chez n'importe quel détaillant de la Loterie de l'Ohio. Les réclamations de prix peuvent toujours être envoyées par courrier au bureau central de la Loterie de l'Ohio.|https://www.cleveland19.com/2023/12/27/ohio-lottery-cyber-attack-christmas-eve-compromises-mobile-cashing/
79|Universität Innsbruck|uibk.ac.at|2023-12-21|AUT|"Cyberangriff auf Uni Innsbruck | PULS 24"|La semaine dernière, l'Université d'Innsbruck a été la cible d'une cyberattaque au cours de laquelle environ 23 000 données de base des étudiants ont été téléchargées illégalement. Les informations sensibles compromises incluent des détails personnels tels que le nom, la date de naissance, le sexe, l'adresse de résidence et l'adresse e-mail universitaire. La police a été alertée, des mesures de contre-attaque ont été prises, et bien qu'il n'y ait pas d'action requise pour les étudiants affectés, ils ont été conseillés de rester vigilants face aux tentatives de phishing et de signaler tout incident suspect.|https://www.puls24.at/news/politik/cyberangriff-auf-uni-innsbruck/316535
80|Le département de l'Urbanisme et du Logement de Madhya Pradesh (Inde).|mpurban.gov.in|2023-12-21|IND|"Cyber ​​attack in MP: Cyber ​​attack on e-Municipality software, online service stopped in 412 bodies GeoTv News | Geo Tv News"|Une cyberattaque majeure a visé le logiciel e-Municipality dans l'État de Madhya Pradesh en Inde, entraînant l'arrêt des services en ligne dans 412 autorités civiles, à l'exception de la municipalité de Bhopal. Les serveurs et autres réseaux du département de l'Urbanisme et du Logement ont été fermés par mesure de précaution, mais selon le secrétaire principal Neeraj Mandloi, les données sont sécurisées et aucune fuite n'a été détectée. Les équipes d'intervention d'urgence et la police cybernétique de l'Inde enquêtent sur l'incident, et des efforts sont en cours pour rétablir le portail sous la direction de MPSEDC et des experts.|https://geotvnews.com/cyber-attack-in-mp-cyber-attack-on-e-municipality-software-online-service-stopped-in-412-bodies-geotv-news/
81|Ubisoft|ubisoft.com|2023-12-20|FRA|Ubisoft says it's investigating reports of a new security breach|Ubisoft, un éditeur français de jeux vidéo, enquête sur une possible violation de sécurité après que des captures d'écran de ses outils internes et logiciels de développement ont été divulguées en ligne. Un acteur de la menace non identifié a prétendu avoir pénétré dans les systèmes d'Ubisoft le 20 décembre et planifié l'exfiltration d'environ 900 Go de données, y compris un accès aux serveurs SharePoint, Microsoft Teams, Confluence et au panneau MongoDB Atlas de l'entreprise.|https://www.bleepingcomputer.com/news/security/ubisoft-says-its-investigating-reports-of-a-new-security-breach/
82|First American|firstam.com|2023-12-20|USA|First American is the latest cybersecurity attack victim - HousingWire|First American, une entreprise immobilière, a subi une cyberattaque qui a entraîné la mise hors ligne de certains de ses systèmes et le retard de transactions immobilières. Cet incident survient peu après que First American a été condamné à payer 1 million de dollars dans le cadre d'un règlement pour violation de la cybersécurité avec le Département des Services Financiers de New York. Il s'agit de la deuxième attaque majeure dans l'industrie des titres en moins d'un mois, après une attaque par ransomware contre Fidelity National Financial, et d'autres entreprises comme Mr.Cooper ont également été récemment visées par des cyberattaques.|https://www.housingwire.com/articles/first-american-is-the-latest-cybersecurity-attack-victim/
83|Kitco|kitco.com|2023-12-20|CAN|Cyberattack On Kitco: Platform Temporarily Offline|Kitco.com, une plateforme médiatique en ligne spécialisée dans les actualités sur les métaux précieux et les marchés financiers, a été temporairement mise hors ligne à la suite d'une cyberattaque majeure, dont les détails spécifiques n'ont pas été divulgués. Les utilisateurs ont été informés de l'incident par un message sur le site web de Kitco, qui a également mis en place une adresse e-mail alternative pour les contacter.|https://thecyberexpress.com/cyberattack-on-kitco-platform-temporarily-down/
84|Liberty Hospital.|libertyhospital.org|2023-12-19|USA|"Liberty Hospital continues to divert ER patients after IT disruption | News | mycouriertribune.com"|Liberty Hospital fait face à une perturbation de son système informatique depuis le 19 décembre, entraînant le transfert des patients aux urgences vers d'autres hôpitaux, tandis que ceux hospitalisés la nuit continuent de recevoir des soins. L'hôpital enquête activement sur l'origine de la perturbation, mettant l'accent sur la sécurité des patients comme principale préoccupation. Des spéculations sur les réseaux sociaux suggèrent une attaque de ransomware, mais l'hôpital n'a pas confirmé la nature du problème informatique ni l'étendue de l'impact sur les données, indiquant des efforts en cours pour évaluer la situation et rétablir les systèmes.|https://www.mycouriertribune.com/news/liberty-hospital-continues-to-divert-er-patients-after-it-disruption/article_53e6e289-5e9b-5dd6-95fd-f10179f1cdcf.html
85|St Vincent's Health Australia|svha.org.au|2023-12-19|AUS|Major Cyberattack on St Vincent's Health Australia|St Vincent's Health Australia, le plus grand fournisseur de soins de santé et de services pour personnes âgées à but non lucratif du pays, a été victime d'une cyberattaque majeure le 19 décembre 2023, entraînant l'extraction non autorisée de données. En réponse, l'organisation a pris des mesures immédiates pour contenir l'incident, en faisant appel à des experts en sécurité externes et en informant les gouvernements et agences étatiques et fédéraux, tout en maintenant ses services aux patients et à la communauté. L'incident, qui fait actuellement l'objet d'une enquête avec l'aide du Centre australien de cybersécurité, souligne la menace croissante de cyberattaques en Australie, comme en|https://bnnbreaking.com/world/australia/st-vincents-health-australia-hit-by-significant-cyber-attack/
86|HCL Technologies|hcltech.com|2023-12-19|IND|HCLTech hit by ransomware attack, IT major says investigation underway|HCL Technologies, une importante société informatique, a annoncé avoir été victime d'une attaque par ransomware dans un environnement cloud isolé dédié à un de ses projets, sans que cela n'affecte son réseau global. Une enquête est en cours pour déterminer la cause de l'incident et prendre les mesures correctives nécessaires. Cet événement survient alors que l'entreprise a récemment franchi une capitalisation boursière de 4 trillions de roupies sur les bourses indiennes et a annoncé l'obtention d'un contrat majeur avec le Département des Transports et de la Planification de Victoria, en Australie.|https://www.business-standard.com/companies/news/hcltech-hit-by-ransomware-attack-it-major-says-investigation-underway-123122000226_1.html
87|Skokie|skokie.org|2023-12-18|USA|"Cyberattack Shuts Down Skokie Network, Staff Told To Keep It Secret | Skokie, IL Patch"|La ville de Skokie, dans l'Illinois, a été victime d'une cyberattaque qui a entraîné une panne de son réseau informatique, et les responsables ont dépensé plus de 42 000 dollars en matériel informatique et consultants IT suite à l'incident du 18 décembre. Les employés ont été instruits de ne pas divulguer d'informations sur l'incident au public, tandis que l'assistant du directeur de la ville a promis d'informer toutes les personnes concernées si l'enquête révélait que des données personnelles avaient été compromises.|https://patch.com/illinois/skokie/cyberattack-shuts-down-skokie-network-staff-told-keep-it-secret
88|GvW (Graf von Westphalen)|gvw.com|2023-12-18|DEU|"GvW übersteht Cyberangriff schnell | juve.de"|La firme GvW a subi une cyberattaque qui a temporairement bloqué l'accès à certains de ses systèmes informatiques, y compris la communication par e-mail, mais aucune donnée de clients n'a été divulguée. La firme a rapidement rétabli ses opérations grâce à des mesures de sécurité préexistantes et a informé les autorités compétentes, tout en promettant d'informer les personnes concernées si des accès illégaux aux données étaient découverts. Les détails de l'attaque ne sont pas divulgués en raison d'enquêtes en cours, mais des cas similaires de rançongiciels ont été signalés chez d'autres cabinets d'avocats.|https://www.juve.de/markt-und-management/gvw-uebersteht-cyberangriff-schnell/
89|Elektroprivreda Srbije (EPS)|eps.rs|2023-12-18|SRB|Serbia’s power utility EPS under unprecedented hacker attack|La société serbe de production d'électricité Elektroprivreda Srbije (EPS) a subi une attaque de cybernétique sans précédent par un virus cryptographique, mais a affirmé que la production et la distribution d'électricité ainsi que les activités commerciales n'ont pas été affectées grâce aux mesures de protection mises en place. Les systèmes informatiques de l'EPS ont été temporairement mis hors service pour éliminer le virus, et les autorités compétentes ont été informées et prennent des mesures appropriées.|https://balkangreenenergynews.com/serbias-power-utility-eps-under-unprecedented-hacker-attack/
90|Socadis|socadis.com|2023-12-17|CAN|"Une cyberattaque paralyserait Socadis, un des plus importants distributeurs de livres au Québec | Le Devoir"|Socadis, un important distributeur de livres au Québec, a été victime d'une cyberattaque par hameçonnage, entraînant l'arrêt de ses opérations et la fermeture de ses systèmes de communication. L'attaque survient pendant la période des Fêtes, cruciale pour les ventes de livres, et pourrait causer des ruptures de stock si la situation n'est pas résolue rapidement. Cet incident souligne la vulnérabilité de l'industrie du livre aux cyberattaques, comme en témoigne une attaque similaire contre la chaîne de librairies Indigo plus tôt dans l'année, et incite à une réflexion urgente sur la sécurité des systèmes informatiques dans le secteur.|https://www.ledevoir.com/economie/804162/informatique-cyberattaque-paralyse-maillon-important-livre-quebecois
91|Confédération Luxembourgeoise des Syndicats (LCGB)|lcgb.lu|2023-12-16|LUX|Vorfall am 16. Dezember LCGB meldet Cyberangriff auf IT-System der Gewerkschaft - Ausmaß wird noch untersucht - Tageblatt.lu|La Confédération Luxembourgeoise des Syndicats (LCGB) a été victime d'une cyberattaque le 16 décembre, entraînant une fuite limitée de données, dont l'étendue et la nature exactes sont encore en cours d'évaluation. Après l'incident, un état-major de crise a été mis en place et des mesures de sécurité renforcées ont été introduites pour restaurer et protéger l'infrastructure informatique. La LCGB a informé les autorités compétentes et le comité central, et une plainte a été déposée auprès de la police grand-ducale, bien qu'il semble que les données personnelles des employés et des membres n'aient pas été copiées.|https://www.tageblatt.lu/headlines/lcgb-meldet-cyberangriff-auf-it-system-der-gewerkschaft-ausmass-wird-noch-untersucht/
92|Yakult Australia|yakult.com.au|2023-12-15|AUS|Yakult Australia confirms 'cyber incident' after 95 GB data leak|"Yakult Australia, fabricant d'une boisson lactée probiotique, a confirmé avoir été victime d'un ""incident cybernétique"", suite à la fuite de 95 Go de données revendiquée par le groupe cybercriminel DragonForce. L'attaque, survenue à la mi-décembre, a affecté les systèmes informatiques de l'entreprise en Australie et en Nouvelle-Zélande, mais les bureaux restent ouverts et opérationnels. DragonForce a publié des données incluant des bases de données de l'entreprise, des contrats, des passeports et d'autres documents sensibles, après avoir tenté d'extorquer l'entreprise qui a refusé de coopérer."|https://www.bleepingcomputer.com/news/security/yakult-australia-confirms-cyber-incident-after-95-gb-data-leak/
93|Verocard|verocard.com.br|2023-12-14|BRA|Ataque cibernético compromete a uso do Verocard por servidores de Brumadinho|La société Verocard, qui gère les tickets alimentation pour les employés de la mairie de Brumadinho, a été victime d'une cyberattaque le 14 décembre, entraînant l'indisponibilité de ses services dans plusieurs villes. Les utilisateurs ont été conseillés d'éviter toute transaction avec leurs cartes jusqu'à la résolution du problème et la société a annoncé prendre des mesures judiciaires contre les auteurs de l'attaque. En conséquence, les employés municipaux ne peuvent temporairement pas accéder aux fonds sur leurs cartes, ce qui perturbe leurs transactions quotidiennes et la gestion financière.|https://brumadinho.portaldacidade.com/noticias/cidade/ataque-cibernetico-compromete-a-uso-do-verocard-por-servidores-de-brumadinho-0356
94|Ofuji Fishing Tackles Co.,Ltd.|ofuji.jp|2023-12-13|JPN|お客様個人情報漏えいの可能性に関するご報告とお詫び｜お知らせ｜株式会社 大藤つり具|La société japonaise Ofuji Fishing Tackles a subi une cyberattaque avec ransomware le 13 décembre 2023, entraînant la possible fuite d'informations personnelles de clients, notamment des noms, adresses, dates de naissance et numéros de téléphone, affectant potentiellement jusqu'à 200 000 personnes. Bien qu'aucune preuve de vol de données n'ait été trouvée, la société ne peut pas exclure cette possibilité et s'excuse pour les désagréments causés, tout en renforçant ses mesures de sécurité pour éviter de futures attaques.|https://ofuji.jp/16282/
95|Western Railway's Lower Parel workshop|wr.indianrailways.gov.in|2023-12-13|IND|"Mumbai: Ransomware attack hits maintenance of train coaches at Lower Parel workshop | Mumbai News - Times of India"|Le système de stockage automatique de l'atelier de la Western Railway à Lower Parel, Mumbai, qui s'occupe de la maintenance des wagons de trains longue distance, a été victime d'une attaque par ransomware le 13 décembre. Depuis l'attaque, le système a été contraint de fonctionner en mode manuel, ce qui ralentit considérablement le processus de localisation des pièces détachées nécessaires. Aucun montant de rançon spécifique n'a été demandé, mais un message sur le serveur indiquait qu'il s'agissait d'une cyberattaque, et les efforts sont en cours pour restaurer le système, avec une attente de résolution dans la semaine.|https://timesofindia.indiatimes.com/city/mumbai/ransomware-attack-hits-maintenance-of-train-coaches-at-lower-parel-workshop/articleshow/106138288.cms
96|MongoDB|mongodb.com|2023-12-13|USA|MongoDB says customer data was exposed in a cyberattack|MongoDB a averti que ses systèmes d'entreprise ont été compromis et que des métadonnées et informations de contact clients ont été exposées suite à une cyberattaque détectée plus tôt dans la semaine. L'entreprise a indiqué que les données stockées par les clients dans MongoDB Atlas n'ont pas été affectées, mais que l'accès non autorisé par les cyberattaquants a duré un certain temps avant d'être découvert. MongoDB recommande à tous ses clients d'activer l'authentification multi-facteurs, de changer leurs mots de passe et de rester vigilants face à d'éventuelles attaques de phishing ciblées.|https://www.bleepingcomputer.com/news/security/mongodb-says-customer-data-was-exposed-in-a-cyberattack/
97|VF Corp|vfcorp.com|2023-12-13|USA|"Les opérations de traitement des commandes du propriétaire de Vans, VF Corp, touchées par un cyberincident -Le 18 décembre 2023 à 13:34 | Zonebourse"|"VF Corp, propriétaire de la marque Vans, a signalé une activité ""non autorisée"" sur ses systèmes informatiques le 13 décembre, entraînant des perturbations dans le traitement des commandes en ligne à l'échelle mondiale. L'incident a causé le chiffrement de certains systèmes et la compromission de données, y compris des données personnelles, et pourrait avoir un impact matériel continu sur les opérations de l'entreprise. Les actions de VF Corp ont chuté d'environ 5 % suite à cette annonce, et l'entreprise n'a pas encore évalué l'impact financier total de l'attaque."|https://www.zonebourse.com/cours/action/VF-CORPORATION-14798/actualite/Les-operations-de-traitement-des-commandes-du-proprietaire-de-Vans-VF-Corp-touchees-par-un-cybe-45589798/
98|Agência Nacional de Águas e Saneamento Básico (ANA)|dadosabertos.ana.gov.br|2023-12-13|BRA|"Agência Nacional de Águas e Saneamento Básico sofre novo ataque cibernético | Security Report"|L'Agência Nacional de Águas e Saneamento Básico (ANA) du Brésil a subi une cyberattaque qui a temporairement mis hors service ses systèmes, y compris le portail des utilisateurs des ressources hydriques, le système de régulation fédéral (REGLA) et le registre national des utilisateurs des ressources hydriques (CNARH), sans délai prévu pour le rétablissement. C'est la deuxième attaque en deux mois, la précédente ayant conduit l'agence à isoler ses systèmes pour contenir l'incident.|https://www.securityreport.com.br/agencia-nacional-de-aguas-e-saneamento-basico-sofre-novo-ataque-cibernetico/
99|London Public Library|lpl.ca|2023-12-13|CAN|"Major systems outage impacting London Public Library | CTV News"|La London Public Library est confrontée à une importante panne de ses systèmes, affectant les services tels que le téléphone, l'email, le WIFI, le site web, le catalogue et les ressources numériques dans plusieurs de ses succursales. Trois branches de la bibliothèque fermeront plus tôt et resteront fermées pour le reste de la semaine, entraînant l'annulation de tous les programmes. Les responsables de la bibliothèque n'ont pas encore déterminé si la panne est due à une cyberattaque, mais une enquête est en cours par les équipes informatiques.|https://london.ctvnews.ca/london-public-library-experiencing-major-systems-outage-1.6686031
100|Limburg.net|limburg.net|2023-12-13|BEL|"Cyberaanval op Limburg.net: onbemand recyclagepark van Kortessem dicht | VRT NWS: nieuws"|Une cyberattaque a touché Limburg.net, entraînant la fermeture du parc de recyclage non surveillé de Kortessem. Les autres parcs de recyclage gérés par Limburg.net restent ouverts, mais doivent fonctionner hors ligne, ce qui provoque des désagréments, car les usagers ne peuvent plus s'enregistrer numériquement et les employés doivent effectuer les tâches manuellement. Cela complique certaines opérations, comme la pesée sur les ponts-bascules.|https://www.vrt.be/vrtnws/nl/2023/12/13/limburg-net-digitaal-onbereikbaar-door-cyberaanval/
101|Hotelplan UK|hotelplan.co.uk|2023-12-12|GBR|"Hotelplan UK struck by cyber attack | Travel Weekly"|Hotelplan UK, une entreprise opérant plusieurs marques de voyage, a été victime d'une cyberattaque qui a conduit à la fermeture temporaire de ses systèmes clés pour enquête et rétablissement. Le PDG Joe Ponte a assuré que les vacances et voyages déjà réservés ne seraient pas affectés, tout en s'excusant pour les retards éventuels et en affirmant que l'équipe travaille sans relâche pour rétablir le service complet. Des solutions temporaires sont mises en place pour limiter les perturbations, mais des délais peuvent survenir dans les prochains jours.|https://travelweekly.co.uk/news/tour-operators/hotelplan-uk-struck-by-cyber-attack
102|District de March|march.ch|2023-12-12|CHE|"Cyberangriff auf den Bezirk March | Region"|Le district de March a été la cible d'une cyberattaque, ce qui a contraint les autorités à éteindre l'ensemble de leur système informatique pour protéger les données. Il n'est pas encore clair quand le système sera de nouveau opérationnel, et cela pourrait prendre plusieurs jours. Actuellement, il est impossible de joindre le Bezirk March par téléphone, mais les audiences prévues au tribunal de district auront lieu comme prévu.|https://march24.ch/articles/221176-cyberangriff-auf-den-bezirk-march
103|Milton Town School District (MTSD)|mtsd-vt.org|2023-12-11|USA|"Ransomware cyber attack hits Milton Town School District | Local News | miltonindependent.com"|Le district scolaire de Milton Town a été touché par une attaque de ransomware le lundi 11 décembre, entraînant le chiffrement et le verrouillage de plusieurs fichiers sur le serveur du MTSD. Bien que l'audit financier ait été perturbé, les logiciels financiers et les informations bancaires ainsi que les dossiers des élèves sont restés intacts. Le district a collaboré avec diverses organisations pour une réponse rapide et travaille à la restauration sécurisée des fichiers verrouillés, tout en maintenant les systèmes essentiels à l'enseignement opérationnels.|https://www.miltonindependent.com/news/ransomware-cyber-attack-hits-milton-town-school-district/article_2347179a-9ddd-11ee-bb42-abb033dcde66.html
104|Banque centrale du Lesotho|centralbank.org.ls|2023-12-11|LSO|Lesotho central bank 'targeted' in cyber attack attempt|La Banque centrale du Lesotho a été la cible d'une cyberattaque qui a conduit à la suspension de certains de ses systèmes pour éviter d'autres infiltrations, ce qui pourrait entraîner des retards dans les paiements. Aucune perte financière n'a été signalée, mais l'incident soulève des inquiétudes quant à la stabilité du système financier du pays et ses effets sur les échanges avec l'Afrique du Sud.|https://sundayworld.co.za/news/lesotho-central-bank-targeted-in-cyber-attack-attempt/
105|CACG (Compagnie d'Aménagement des Coteaux de Gascogne)|cacg.fr|2023-12-10|FRA|Victime d'une cyberattaque, les services de la CACG fortement perturbés - nrpyrenees.fr|La Compagnie d'Aménagement des Coteaux de Gascogne (CACG), une entreprise publique de gestion de l'eau dans le sud-ouest de la France, a subi une cyberattaque de type ransomware le samedi 10 décembre, entraînant une paralysie de son système d'information. Les équipes de la CACG, aidées par des experts en cybersécurité, travaillent à restaurer les services affectés et ont isolé les réseaux pour contenir l'attaque, tout en collaborant avec les autorités compétentes. Bien que la sécurité des ouvrages ne soit pas compromise, la possibilité d'une fuite de données personnelles n'est pas exclue, et la CACG a mis en garde contre des communications suspectes, rapp|https://www.nrpyrenees.fr/2023/12/15/victime-dune-cyberattaque-les-services-de-la-cacg-fortement-perturbes-11644787.php
106|EasyPark|easypark.nl|2023-12-10|NLD|Parkeerbetaaldienst EasyPark meldt datalek na cyberaanval - Computer - Nieuws - Tweakers|La société de paiement de stationnement EasyPark a signalé une fuite de données non sensibles de clients suite à une cyberattaque.|https://tweakers.net/nieuws/216650/parkeerbetaaldienst-easypark-meldt-datalek-na-cyberaanval.html
107|Jysk Energi|jyskenergi.dk|2023-12-10|DNK|"Hackere kom indenfor hos Jysk Energi - men så blev internetkablet trukket | dagbladet-holstebro-struer.dk"|Des hackers ont réussi à pénétrer les systèmes de Jysk Energi, mais il n'y a aucune indication qu'ils aient réussi à voler des données ou à chiffrer des informations. L'entreprise d'énergie est actuellement en train de redémarrer tous ses systèmes suite à une cyberattaque survenue pendant le week-end.|https://dagbladet-holstebro-struer.dk/lemvig/hackere-kom-indenfor-hos-jysk-energi-men-saa-blev-internetkablet-trukket
108|Mairie d'Ozoir-la-Ferrière|mairie-ozoir-la-ferriere.fr|2023-12-09|FRA|La Mairie d'Ozoir-la-Ferrière subit une attaque informatique - Ozoir-la-Ferrière|La mairie d'Ozoir-la-Ferrière a été victime d'une cyber-attaque le 9 décembre, entraînant la déconnexion de tous les systèmes informatiques pour contenir l'attaque. Les services numériques sont temporairement hors service, et des mesures sont prises pour rétablir les services avec le soutien d'une agence de cybersécurité, tandis qu'une fausse page Facebook liée à l'attaque a été neutralisée.|https://www.mairie-ozoir-la-ferriere.fr/la-mairie-dozoir-la-ferriere-subit-une-attaque-informatique/
109|Kaunas University of Technology (KTU)|ktu.edu|2023-12-08|LTU|Home - Kaunas University of Technology|L'Université de Technologie de Kaunas (KTU) a subi une cyberattaque le 8 décembre, perturbant l'accès à de nombreux systèmes et soulevant des inquiétudes quant à un accès non autorisé aux données personnelles traitées, bien que cela ne puisse être ni confirmé ni nié pour le moment. La KTU a immédiatement lancé une enquête, commencé à restaurer les systèmes et informé les autorités compétentes, tout en demandant aux utilisateurs de changer leurs mots de passe et de rester vigilants, notamment en ce qui concerne les courriels et les activités suspectes. Des mesures de sécurité supplémentaires sont mises en œuvre au-delà de la simple restauration des systèmes, et la KTU continue d'enqu|https://en.ktu.edu
110|Coaxis|coaxis.com|2023-12-08|FRA|"Coaxis : une ESN certifiée HDS victime d’un rançongiciel | LeMagIT"|L'entreprise de services numériques Coaxis, certifiée HDS, a été victime d'une cyberattaque par rançongiciel, révélée publiquement le 8 décembre. Le directeur général, Joseph Veigas, a confirmé que les sauvegardes étaient intactes et que l'entreprise était en phase de reconstruction, en prenant soin d'assurer la sécurité des infrastructures. L'article suggère que l'attaque pourrait être liée à l'exploitation de la vulnérabilité Citrix Bleed (CVE-2023-4966), déjà exploitée par des groupes de cybercriminels comme LockBit 3.0 et Medusa dans d'autres incidents.|https://www.lemagit.fr/actualites/366562894/Coaxis-une-ESN-certifiee-HDS-victime-dun-incident-de-securite
111|WestPole|westpole.it|2023-12-08|ITA|Il Service Provider Italiano WestPole è rimasto vittima di un attacco informatico. Il sito web risulta offline|Le fournisseur de services italien WestPole a été victime d'une cyberattaque qui a rendu son site web inaccessible. L'entreprise a informé ses clients de l'indisponibilité des services cloud de Rome et Milan, suspectant un possible attaque informatique et sans pouvoir donner de délai pour la restauration des services. Il est suggéré que l'incident pourrait être lié à un ransomware, bien qu'aucune revendication n'ait été faite par des groupes de cybercriminels connus à ce moment.|https://www.redhotcyber.com/post/il-service-provider-italiano-westpole-e-rimasto-vittima-di-un-attacco-informatico-il-sito-web-risulta-offline/
112|Province des îles Loyauté|province-iles.nc|2023-12-08|NCL|La province des îles Loyauté victime d'une cyberattaque - Nouvelle-Calédonie la 1ère|La province des îles Loyauté en Nouvelle-Calédonie a été la cible d'une cyberattaque par ransomware, bloquant l'accès aux fichiers et demandant une rançon d'un million de dollars US. Les équipes techniques travaillent depuis pour récupérer les données et espèrent rétablir un service optimal d'ici dimanche, avec certaines directions prioritaires. Une plainte a été déposée et la gendarmerie, avec sa cellule cybercriminalité, est saisie de l'affaire.|https://la1ere.francetvinfo.fr/nouvellecaledonie/province-iles/la-province-des-iles-loyaute-victime-d-une-cyber-attaque-1449239.html
113|Hinsdale School District|hnhsd.org|2023-12-07|USA|"Hinsdale Schools target of ransomware attack | WKBK Radio"|Le district scolaire de Hinsdale a été touché par une attaque de ransomware jeudi matin. Les responsables sont en train d'évaluer la situation avec l'aide de professionnels en cybersécurité et d'assurance cybernétique, et communiqueront davantage d'informations ultérieurement. Tous les ordinateurs portables de l'école ont été récupérés et il est conseillé au personnel et aux élèves de ne pas se connecter à leurs comptes scolaires depuis leurs appareils personnels.|https://wkbkradio.com/news/190091-hinsdale-schools-target-of-ransomware-attack/
