name|slug|lastscrape|profile
blackbyte|http://ce6roic2ykdjunyzazsxmjpz5wsar4pflpoqzntyww5c2eskcp7dq4yd.onion/|2022-07-12 20:09:43.526477|61141FCA047691D0E47CFD84717B59D3BEDF822442B5E907BE147FD6B8A11B723A48DF7FCA47, BlackByteSupp0rt@onionmail.org, https://www.zdnet.com/article/blackbyte-ransomware-decryptor-released/, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/blackbyte-ransomware-pt-1-in-depth-analysis/, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/blackbyte-ransomware-pt-2-code-obfuscation-analysis/, https://www.techtarget.com/searchsecurity/news/252510334/BlackByte-ransomware-attacks-exploiting-ProxyShell-flaws
blackbyte|http://jbeg2dct2zhku6c2vwnpxtm2psnjo2xnqvvpoiiwr5hxnc6wrp3uhnad.onion|2023-10-20 22:09:04.728996|61141FCA047691D0E47CFD84717B59D3BEDF822442B5E907BE147FD6B8A11B723A48DF7FCA47, BlackByteSupp0rt@onionmail.org, https://www.zdnet.com/article/blackbyte-ransomware-decryptor-released/, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/blackbyte-ransomware-pt-1-in-depth-analysis/, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/blackbyte-ransomware-pt-2-code-obfuscation-analysis/, https://www.techtarget.com/searchsecurity/news/252510334/BlackByte-ransomware-attacks-exploiting-ProxyShell-flaws
lolnek|http://mmeeiix2ejdwkmseycljetmpiwebdvgjts75c63camjofn2cjdoulzqd.onion|2022-08-27 10:25:31.297546|
lolnek|http://obzuqvr5424kkc4unbq2p2i67ny3zngce3tbdr37nicjqesgqcgomfqd.onion|2023-05-11 04:16:50.850899|
lolnek|http://nclen75pwlgebpxpsqhlcnxsmdvpyrr7ogz36ehhatfmkvakeyden6ad.onion|2022-10-01 05:18:09.037032|
lolnek|http://mmcbkgua72og66w4jz3qcxkkhefax754pg6iknmtfujvkt2j65ffraad.onion|2024-02-16 08:14:18.133756|
blackshadow|http://544corkfh5hwhtn4.onion|2021-05-01 00:00:00.000000|previous parser: ZWdyZXAgLW8gJ19zZWxmIj4oW1s6YWxudW06XV18IHxcLikrPC9hPicgIHNvdXJjZS9ibGFja3NoYWRvdy1ibGFja3NoYWRvdy5odG1sIHwgY3V0IC1kICc+JyAtZiAyIHwgY3V0IC1kICc8JyAtZiAxIHwgc2VkIC1lICcvRG9uYXRlL2QnIC1lICcvSG9tZS9kJyAtZSAnL0NvbnRhY3QgVVMvZCcgLWUgJy9UZWxlZ3JhbSBjaGFubmVsL2QnIHwgc29ydCAtdQ==
bonacigroup|http://bonacifryrxr4siz6ptvokuihdzmjzpveruklxumflz5thmkgauty2qd.onion|2021-12-28 14:14:45.463128|
crylock|http://d57uremugxjrafyg.onion|2021-05-01 00:00:00.000000|
ech0raix|http://veqlxhq7ub5qze3qy56zx2cig2e6tzsgxdspkubwbayqije6oatma6id.onion|2023-09-05 23:07:10.807117|https://www.anomali.com/blog/the-ech0raix-ransomware, https://www.bleepingcomputer.com/news/security/qnap-nas-devices-hit-in-surge-of-ech0raix-ransomware-attacks/
ep918|http://dg5fyig37abmivryrxlordrczn6d6r5wzcfe2msuo5mbbu2exnu46fid.onion|2021-05-01 00:00:00.000000|
exorcist|http://7iulpt5i6whht6zo2r52f7vptxtjxs3vfcdxxazllikrtqpupn4epnqd.onion|2021-05-01 00:00:00.000000|https://medium.com/@velasco.l.n/exorcist-ransomware-from-triaging-to-deep-dive-5b7da4263d81
hades|http://ixltdyumdlthrtgx.onion|2021-05-01 00:00:00.000000|
hellokitty|http://3r6n77mpe737w4sbxxxrpc5phbluv6xhtdl5ujpnlvmck5tc7blq2rqd.onion|2021-10-02 15:17:11.282676|https://www.ic3.gov/Media/News/2021/211029.pdf, https://www.cisa.gov/uscert/ncas/analysis-reports/ar21-126a, https://research.nccgroup.com/2021/06/15/handy-guide-to-a-new-fivehands-ransomware-variant/, https://www.mandiant.com/resources/unc2447-sombrat-and-fivehands-ransomware-sophisticated-financial-threat
hotarus|http://r6d636w47ncnaukrpvlhmtdbvbeltc6enfcuuow3jclpmyga7cz374qd.onion|2021-10-22 04:52:30.438426|https://www.bleepingcomputer.com/news/security/ransomware-gang-hacks-ecuadors-largest-private-bank-ministry-of-finance/
karma|http://3nvzqyo6l4wkrzumzu5aod7zbosq4ipgf7ifgj3hsvbcr5vcasordvqd.onion|2021-11-05 02:09:55.300950|https://www.sentinelone.com/labs/karma-ransomware-an-emerging-threat-with-a-hint-of-nemty-pedigree/, https://blogs.blackberry.com/en/2021/11/threat-thursday-karma-ransomware, https://www.bleepingcomputer.com/news/security/new-karma-ransomware-group-likely-a-nemty-rebrand/, https://blog.cyble.com/2021/08/24/a-deep-dive-analysis-of-karma-ransomware/, https://securityaffairs.co/wordpress/123568/malware/karma-ransomware-nemty-similarities.html
lockbit|http://lockbitkodidilol.onion|2021-05-01 00:00:00.000000|
mbc|http://xembshruusobgbvxg4tcjs3jpdnks6xrr6nbokfxadcnlc53yxir22ad.onion|2021-05-01 00:00:00.000000|https://www.thenationalnews.com/business/2021/08/21/mbc-ransomware-group-claims-responsibility-for-cyber-attack-on-irans-railway-network/
mydecryptor|http://58b87e60649ccc808ac8mstiejnj.5s4ixqul2enwxrqv.onion|2021-05-01 00:00:00.000000|
n3tworm|http://n3twormruynhn3oetmxvasum2miix2jgg56xskdoyihra4wthvlgyeyd.onion|2021-05-01 00:00:00.000000|https://www.bleepingcomputer.com/news/security/n3tw0rm-ransomware-emerges-in-wave-of-cyberattacks-in-israel/, https://www.haaretz.com/israel-news/tech-news/.premium-iranian-hackers-hit-h-m-israel-amid-new-wave-of-cyberattacks-1.9766404
nemty|http://zjoxyw5mkacojk5ptn2iprkivg5clow72mjkyk5ttubzxprjjnwapkad.onion|2021-05-01 00:00:00.000000|https://www.mcafee.com/blogs/other-blogs/mcafee-labs/nemty-ransomware-learning-by-doing/, https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/nemty-ransomware-trik-botnet, https://www.zdnet.com/article/nemty-ransomware-operation-shuts-down/, https://www.acronis.com/en-eu/blog/posts/threat-analysis-nemty-ransomware-and-fake-paypal-site/, https://www.infoblox.com/wp-content/uploads/threat-intelligence-report-nemty-ransomware-loves-you.pdf
onepercent|http://5mvifa3xq5m7sou3xzaajfz7h6eserp5fnkwotohns5pgbb5oxty3zad.onion|2021-05-01 00:00:00.000000|https://www.ic3.gov/Media/News/2021/210823.pdf, https://www.csoonline.com/article/3630635/onepercent-ransomware-group-hits-companies-via-iceid-banking-trojan.html
prolock|http://msaoyrayohnp32tcgwcanhjouetb5k54aekgnwg7dcvtgtecpumrxpqd.onion|2021-05-01 00:00:00.000000|https://www.zdnet.com/article/prolock-ransomware-everything-you-need-to-know/, https://news.sophos.com/en-us/2020/07/27/prolock-ransomware-gives-you-the-first-8-kilobytes-of-decryption-for-free/, https://www.bleepingcomputer.com/news/security/pwndlocker-ransomware-gets-pwned-decryption-now-available/, https://www.bleepingcomputer.com/news/security/fbi-warns-of-prolock-ransomware-decryptor-not-working-properly/, https://iacc.memberclicks.net/assets/docs/COVID19/FBI%20-%20FLASH%20TLP%20Green%20-%20Indicators%20of%20Compromise%20Associated%20with%20ProLock....pdf
qlocker|http://gvka2m4qt5fod2fltkjmdk4gxh5oxemhpgmnmtjptms6fkgfzdd62tad.onion|2022-11-08 04:40:53.794039|https://www.qnap.com/en/security-advisory/QSA-21-13, https://www.qnap.com/static/landing/2021/qlocker/response/da-dk/, https://www.bleepingcomputer.com/news/security/qlocker-ransomware-shuts-down-after-extorting-hundreds-of-qnap-users/
ranzy|http://37rckgo66iydpvgpwve7b2el5q2zhjw4tv4lmyewufnpx4lhkekxkoqd.onion|2021-05-01 00:00:00.000000|https://blog.malwarebytes.com/ransomware/2021/10/threat-profile-ranzy-locker-ransomware/, https://www.picussecurity.com/resource/blog/a-detailed-walkthrough-of-ranzy-locker-ransomware-ttps, https://www.sentinelone.com/labs/ranzy-ransomware-better-encryption-among-new-features-of-thunderx-derivative/, https://www.ic3.gov/Media/News/2021/211026.pdf
vfokx|http://vfokxcdzjbpehgit223vzdzwte47l3zcqtafj34qrr26htjo4uf3obid.onion|2021-05-01 00:00:00.000000|
vfokx|http://746pbrxl7acvrlhzshosye3b3udk4plurpxt2pp27pojfhkkaooqiiqd.onion|2021-05-01 00:00:00.000000|
xinof|http://wj3b2wtj7u2bzup75tzhnso56bin6bnvsxcbwbfcuvzpc4vcixbywlid.onion|2021-05-01 00:00:00.000000|https://www.bleepingcomputer.com/news/security/fonix-ransomware-shuts-down-and-releases-master-decryption-key/, https://www.sentinelone.com/labs/the-fonix-raas-new-low-key-threat-with-unnecessary-complexities/
spook|http://spookuhvfyxzph54ikjfwf2mwmxt572krpom7reyayrmxbkizbvkpaid.onion/blog/|2021-10-26 02:30:31.814261|
RAMP|http://wavbeudogz6byhnardd2lkp2jafims3j7tj6k6qnywchn2csngvtffqd.onion|2021-05-01 00:00:00.000000|https://ke-la.com/new-russian-speaking-forum-a-new-place-for-raas/, https://www.toolbox.com/tech/security/news/russian-darknet-forum-ramp-reemerges-with-chinese-speaking-hackers-at-the-wheel/, https://www.linkedin.com/pulse/am-i-new-admin-cybercrime-forum-ramp-ayesha-prakash
RAMP|http://rampjcdlqvgkoz5oywutpo6ggl7g6tvddysustfl6qzhr5osr24xxqqd.onion|2024-02-16 08:14:47.570679|https://ke-la.com/new-russian-speaking-forum-a-new-place-for-raas/, https://www.toolbox.com/tech/security/news/russian-darknet-forum-ramp-reemerges-with-chinese-speaking-hackers-at-the-wheel/, https://www.linkedin.com/pulse/am-i-new-admin-cybercrime-forum-ramp-ayesha-prakash
RAMP|http://ramp4u5iz4xx75vmt6nk5xfrs5mrmtokzszqxhhkjqlk7pbwykaz7zid.onion|2021-05-01 00:00:00.000000|https://ke-la.com/new-russian-speaking-forum-a-new-place-for-raas/, https://www.toolbox.com/tech/security/news/russian-darknet-forum-ramp-reemerges-with-chinese-speaking-hackers-at-the-wheel/, https://www.linkedin.com/pulse/am-i-new-admin-cybercrime-forum-ramp-ayesha-prakash
sabbath|http://54bb47h5qu4k7l4d7v5ix3i6ak6elysn3net4by4ihmvrhu7cvbskoqd.onion/blog|2021-11-13 03:45:10.144411|https://www.mandiant.com/resources/sabbath-ransomware-affiliate
sabbath|http://54bb47h.blog|2022-04-13 03:32:39.807334|https://www.mandiant.com/resources/sabbath-ransomware-affiliate
quantum|http://quantum445bh3gzuyilxdzs5xdepf3b7lkcupswvkryf3n7hgzpxebid.onion/|2024-01-16 02:27:52.296489|
quantum|http://22rnyep2aa2exx3fdm26p4onwjfmhciodb55v5l3w4iny7e5bxpg3yad.onion/|2022-08-29 08:26:24.323662|
medusa|https://qd7pcafncosqfqu3ha6fcx4h6sr7tzwagzpcdcnytiw3b6varaeqv5yd.onion|2021-05-01 00:00:00.000000|
medusa|http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/api/search?company=&page=0|2024-02-16 06:14:21.301887|
snatch|http://hl66646wtlp2naoqnhattngigjp5palgqmbwixepcjyq5i534acgqyad.onion|2023-11-02 06:12:45.396980|https://t.me/snatch_news, https://lifars.com/wp-content/uploads/2020/07/Snatch-Ransomware-Malware-Analysis-Case-Study.pdf, https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/, https://thedfirreport.com/2020/06/21/snatch-ransomware/
snatch|http://snatch.press|2022-12-13 06:20:17.094536|https://t.me/snatch_news, https://lifars.com/wp-content/uploads/2020/07/Snatch-Ransomware-Malware-Analysis-Case-Study.pdf, https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/, https://thedfirreport.com/2020/06/21/snatch-ransomware/
snatch|http://dwhyj2.top|2024-02-16 08:15:35.773274|https://t.me/snatch_news, https://lifars.com/wp-content/uploads/2020/07/Snatch-Ransomware-Malware-Analysis-Case-Study.pdf, https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/, https://thedfirreport.com/2020/06/21/snatch-ransomware/
snatch|https://filesnatchcloud.top|2023-12-26 12:15:45.307970|https://t.me/snatch_news, https://lifars.com/wp-content/uploads/2020/07/Snatch-Ransomware-Malware-Analysis-Case-Study.pdf, https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/, https://thedfirreport.com/2020/06/21/snatch-ransomware/
snatch|http://sn76920193ch.top|2024-02-16 08:15:38.583203|https://t.me/snatch_news, https://lifars.com/wp-content/uploads/2020/07/Snatch-Ransomware-Malware-Analysis-Case-Study.pdf, https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/, https://thedfirreport.com/2020/06/21/snatch-ransomware/
snatch|https://snatchnews.top|2024-02-16 08:15:40.666289|https://t.me/snatch_news, https://lifars.com/wp-content/uploads/2020/07/Snatch-Ransomware-Malware-Analysis-Case-Study.pdf, https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/, https://thedfirreport.com/2020/06/21/snatch-ransomware/
snatch|http://sntech2ch.top|2024-02-16 02:20:23.196604|https://t.me/snatch_news, https://lifars.com/wp-content/uploads/2020/07/Snatch-Ransomware-Malware-Analysis-Case-Study.pdf, https://news.sophos.com/en-us/2019/12/09/snatch-ransomware-reboots-pcs-into-safe-mode-to-bypass-protection/, https://thedfirreport.com/2020/06/21/snatch-ransomware/
midas|http://midasbkic5eyfox4dhnijkzc7v7e4hpmsb2qgux7diqbpna4up4rtdad.onion/blog.php|2022-04-15 00:21:18.326820|
entropy|http://leaksv7sroztl377bbohzl42i3ddlfsxopcb6355zc7olzigedm5agad.onion/posts|2022-02-27 08:16:28.769221|
robinhood|https://robinhoodleaks.tumblr.com|2022-12-11 04:36:25.155665|https://www.sentinelone.com/labs/robinhood-ransomware-coolmaker-functions-not-so-cool/, https://blog.malwarebytes.com/threat-spotlight/2020/02/threat-spotlight-robbinhood-ransomware-takes-the-drivers-seat/, previous parser: Z3JlcCAnPGgyIGNsYXNzPSJ0aXRsZSInIHNvdXJjZS9yb2Jpbmhvb2QtKi5odG1sIC0tbm8tZmlsZW5hbWUgfCBjdXQgLWQgJz4nIC1mIDMgfCBjdXQgLWQgJzwnIC1mIDE=
mosesstaff|http://mosesstaffm7hptp.onion|2021-05-01 00:00:00.000000|https://twitter.com/moses_staff_se, https://t.me/moses_staff_links, https://t.me/moses_staff_se_8, https://www.zdnet.com/article/mosesstaff-attackers-deploy-ransomware-on-your-systems-no-payment-no-decryption-possible/, https://research.checkpoint.com/2021/mosesstaff-targeting-israeli-companies/
mosesstaff|https://moses-staff.se/activities/|2024-02-16 08:16:11.588045|https://twitter.com/moses_staff_se, https://t.me/moses_staff_links, https://t.me/moses_staff_se_8, https://www.zdnet.com/article/mosesstaff-attackers-deploy-ransomware-on-your-systems-no-payment-no-decryption-possible/, https://research.checkpoint.com/2021/mosesstaff-targeting-israeli-companies/
cooming|http://z6mikrtphid5fmn52nbcbg25tj57sowlm3oc25g563yvsfmygkcxqbyd.onion|2022-02-04 23:26:54.456960|
cooming|http://teo7aj5mfgzxyeme.onion|2021-05-01 00:00:00.000000|
aGl0bGVyCg|http://hitleransomware.cf|2022-11-24 08:34:48.941955|
rook|http://gamol6n6p2p4c3ad7gxmx3ur7wwdwlywebo2azv3vv5qlmjmole2zbyd.onion|2022-01-26 15:24:16.586824|https://www.sentinelone.com/labs/new-rook-ransomware-feeds-off-the-code-of-babuk/, https://www.bleepingcomputer.com/news/security/rook-ransomware-is-yet-another-spawn-of-the-leaked-babuk-code/
unknown|http://tdoe2fiiamwkiadhx2a4dfq56ztlqhzl2vckgwmjtoanfaya4kqvvvyd.onion|2021-05-01 00:00:00.000000|
unknown|http://darktorhvabc652txfc575oendhykqcllb7bh7jhhsjduocdlyzdbmqd.onion|2021-05-01 00:00:00.000000|
rransom|http://t2tqvp4pctcr7vxhgz5yd5x4ino5tw7jzs3whbntxirhp32djhi7q3id.onion|2023-04-14 04:13:14.485680|
babyduck|http://babydovegkmhbontykziyq7qivwzy33mu4ukqefe4mqpiiwd3wibnjqd.onion|2021-05-01 00:00:00.000000|https://twitter.com/PolarToffee/status/1445873002801889280?s=20
alphv|http://alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion/api/blog/all/0/6|2024-02-16 04:14:46.250480|https://therecord.media/alphv-blackcat-is-the-first-professional-ransomware-gang-to-use-rust/, https://www.bleepingcomputer.com/news/security/alphv-blackcat-this-years-most-sophisticated-ransomware/, https://securityaffairs.co/wordpress/126022/cyber-crime/inetum-hit-by-blackcat-ransomware.html, https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/noberus-blackcat-alphv-rust-ransomware
alphv|http://2cuqgeerjdba2rhdiviezodpu3lc4qz2sjf4qin6f7std2evleqlzjid.onion|2021-05-01 00:00:00.000000|https://therecord.media/alphv-blackcat-is-the-first-professional-ransomware-gang-to-use-rust/, https://www.bleepingcomputer.com/news/security/alphv-blackcat-this-years-most-sophisticated-ransomware/, https://securityaffairs.co/wordpress/126022/cyber-crime/inetum-hit-by-blackcat-ransomware.html, https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/noberus-blackcat-alphv-rust-ransomware
alphv|http://vqifktlreqpudvulhbzmc5gocbeawl67uvs2pttswemdorbnhaddohyd.onion/search|2024-02-16 08:16:40.508385|https://therecord.media/alphv-blackcat-is-the-first-professional-ransomware-gang-to-use-rust/, https://www.bleepingcomputer.com/news/security/alphv-blackcat-this-years-most-sophisticated-ransomware/, https://securityaffairs.co/wordpress/126022/cyber-crime/inetum-hit-by-blackcat-ransomware.html, https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/noberus-blackcat-alphv-rust-ransomware
cryp70n1c0d3|http://7k4yyskpz3rxq5nyokf6ztbpywzbjtdfanweup3skctcxopmt7tq7eid.onion/databases.html|2024-02-15 16:12:26.630832|
dread|http://dreadytofatroptsdj6io7l3xptbet6onoyno2yv7jicoxknyazubrad.onion|2024-02-04 18:14:23.972693|
againstthewest|http://giphvoitymatg4cv7bxqh5dz6sn6bfscywoat4qtslztkomf5lavrayd.onion|2023-06-01 18:12:23.895395|
holyghost|http://matmq3z3hiovia3voe2tix2x54sghc3tszj74xgdy4tqtypoycszqzqd.onion|2022-04-22 17:36:43.266991|
nightsky|http://gg5ryfgogainisskdvh4y373ap3b2mxafcibeh2lvq5x7fx76ygcosad.onion|2022-01-25 05:22:25.823021|https://t.me/arvin_club/5081, https://twitter.com/malwrhunterteam/status/1477381209147723788?s=20
ransomcartel|http://u67aylig7i6l657wxmp274eoilaowhp3boljowa6bli63rxyzfzsbtyd.onion|2022-03-03 18:21:44.305006|https://t.me/arvin_club/5075, https://twitter.com/i/web/status/1476488238521065476
ransomcartel|http://cartelirsn5l54ehcbalyyqtfb3j7be2rpvf6ujayaf5qqmg3vlwiayd.onion|2021-05-01 00:00:00.000000|https://t.me/arvin_club/5075, https://twitter.com/i/web/status/1476488238521065476
ransomcartel|http://cartelraqonekult2cxbzzz2ukiff7v6cav3w373uuhenybgqulxm5id.onion/company/auth|2023-01-19 18:27:40.170172|https://t.me/arvin_club/5075, https://twitter.com/i/web/status/1476488238521065476
adminlocker|http://adminavf4cikzbv6mbbp7ujpwhygnn2t3egiz2pswldj32krrml42wyd.onion|2022-05-20 03:49:03.507403|http://t.me/dotADMINbot
sugar|http://chat5sqrnzqewampznybomgn4hf2m53tybkarxk4sfaktwt7oqpkcvyd.onion/gate.php|2022-12-19 08:23:20.545396|https://tria.ge/211112-lbfz1adab7, https://medium.com/walmartglobaltech/sugar-ransomware-a-new-raas-a5d94d58d9fb, https://www.bleepingcomputer.com/news/security/a-look-at-the-new-sugar-ransomware-demanding-low-ransoms/
zeon|http://zeonrefpbompx6rwdqa5hxgtp2cxgfmoymlli3azoanisze33pp3x3yd.onion/chat|2023-02-28 10:14:48.862503|https://id-ransomware.blogspot.com/2022/02/
freecivilian|http://gcbejm2rcjftouqbxuhimj5oroouqcuxb2my4raxqa7efkz5bd5464id.onion|2023-06-01 18:12:41.222680|
pandora|http://vbfqeh5nugm6r2u2qvghsdxm3fotf5wbxb5ltv6vw77vus5frdpuaiid.onion|2022-05-03 11:24:22.895473|contact@pandoraxyz.xyz
pandora|http://pandoraxyz.xyz|2021-05-01 00:00:00.000000|contact@pandoraxyz.xyz
stormous|http://3slz4povugieoi3tw7sblxoowxhbzxeju427cffsst5fo2tizepwatid.onion/datashop.html|2022-05-09 22:27:33.062729|stormouss21@dnmx.org
stormous|http://h3reihqb2y7woqdary2g3bmk3apgtxuyhx4j2ftovbhe3l5svev7bdyd.onion/stm.html|2023-09-30 22:08:06.869539|stormouss21@dnmx.org
leaktheanalyst|http://leaktheanalyst.fireeye62c3da3fnosymmmcqcty7rl7cjucpbkzaz275a4qs5fgkzhad.onion/|2022-08-05 10:37:16.160554|
ranion|http://ranionv3j2o7wrn3um6de33eccbchhg32mkgnnoi72enkpp7jc25h3ad.onion|2024-02-16 08:18:06.688095|
x001xs|http://nalr2uqsave7y2r235am5jsfiklfjh5h4jc5nztu3rzvmhklwt5j6kid.onion|2022-12-11 04:41:30.820284|
kelvinsecurity|https://kelvinsecteamcyber.wixsite.com/my-site/items|2022-12-11 04:41:32.050962|https://twitter.com/Ksecureteamlab
blackbasta|http://stniiomyjliimcgkvdszvgen3eaaoz55hreqqx6o77yvmpwt7gklffqd.onion/|2024-02-16 08:18:23.104844|
blackbasta|https://aazsbsgya565vlu2c6bzy6yfiebkcbtvvcytvolt33s77xypi7nypxyd.onion/|2023-09-17 13:09:47.013410|
blackbasta|https://bastad5huzwkepdixedg2gekg7jk22ato24zyllp6lnjx7wdtyctgvyd.onion/|2024-02-16 08:19:09.640324|
onyx|http://mrdxtxy6vqeqbmb4rvbvueh2kukb3e3mhu3wdothqn7242gztxyzycid.onion|2023-01-02 04:27:07.751467|vsop@onionmail.org
mindware|https://dfpc7yvle5kxmgg6sbcp5ytggy3oeob676bjgwcwhyr2pwcrmbvoilqd.onion/|2022-08-16 10:33:38.900659|
ransomhouse|http://xw7au5pnwtl6lozbsudkmyd32n6gnqdngitjdppybudan3x3pjgpmpid.onion/|2022-10-01 20:57:54.519431|https://t.me/ransom_house
ransomhouse|http://zohlm7ahjwegcedoz7lrdrti7bvpofymcayotp744qhx6gjmxbuo2yid.onion/a|2024-02-16 08:19:32.749810|https://t.me/ransom_house
cheers|http://rwiajgajdr4kzlnrj5zwebbukpcbrjhupjmk6gufxv6tg7myx34iocad.onion|2022-09-20 05:18:11.903741|
cheers|http://crkfkmrh4qzbddfrl2axnkvjp5tgwx73d7lq4oycsfxc7pfgbfhtfiid.onion/|2022-09-20 05:18:17.023676|
darkangels|https://wemo2ysyeq6km2nqhcrz63dkdhez3j25yw2nvn7xba2z4h7v7gyrfgid.onion|2022-07-18 23:41:57.286517|
lockbit3|http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion|2024-02-16 04:18:45.328301|
lockbit3|http://lockbitapt2yfbt7lchxejug47kmqvqqxvvjpqkmevv4l3azl3gy6pyd.onion|2024-02-16 08:20:22.528525|
lockbit3|http://lockbitapt34kvrip6xojylohhxrwsvpzdffgs5z4pbbsywnzsbdguqd.onion|2024-02-16 08:20:48.347623|
lockbit3|http://lockbitapt5x4zkjbcqmz6frdhecqqgadevyiwqxukksspnlidyvd7qd.onion|2024-02-16 08:21:10.885714|
lockbit3|http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion|2024-02-16 08:21:40.385448|
lockbit3|http://lockbitapt72iw55njgnqpymggskg5yp75ry7rirtdg4m7i42artsbqd.onion|2024-02-16 08:22:09.727455|
lockbit3|http://lockbitaptawjl6udhpd323uehekiyatj6ftcxmkwe5sezs4fqgpjpid.onion|2024-02-16 08:22:44.230163|
lockbit3|http://lockbitaptbdiajqtplcrigzgdjprwugkkut63nbvy2d5r4w2agyekqd.onion|2024-02-16 08:23:11.149849|
lockbit3|http://lockbitaptc2iq4atewz2ise62q63wfktyrl4qtwuk5qax262kgtzjqd.onion|2024-02-16 08:23:36.526432|
lockbit3|http://lockbitapt72iw55njgnqpymggskg5yp75ry7rirtdg4m7i42artsbqd.onion|2024-02-16 08:23:58.655496|
lockbit3|http://lockbitsupa7e3b4pkn4mgkgojrl5iqgx24clbzc4xm7i6jeetsia3qd.onion|2024-02-16 08:24:19.942605|
lockbit3|http://lockbitsupdwon76nzykzblcplixwts4n4zoecugz2bxabtapqvmzqqd.onion|2024-02-16 08:24:42.692343|
lockbit3|http://lockbitsupn2h6be2cnqpvncyhj4rgmnwn44633hnzzmtxdvjoqlp7yd.onion|2024-02-16 06:24:49.707119|
lockbit3|http://lockbitsupo7vv5vcl3jxpsdviopwvasljqcstym6efhh6oze7c6xjad.onion|2024-02-16 08:25:28.572997|
lockbit3|http://lockbitsupqfyacidr6upt6nhhyipujvaablubuevxj6xy3frthvr3yd.onion|2024-02-16 08:25:55.396771|
lockbit3|http://lockbitsupt7nr3fa6e7xyb73lk6bw6rcneqhoyblniiabj4uwvzapqd.onion|2024-02-16 08:26:15.708703|
lockbit3|http://lockbitsupuhswh4izvoucoxsbnotkmgq6durg7kficg6u33zfvq3oyd.onion/form|2024-02-16 08:26:35.117341|
lockbit3|http://lockbitsupxcjntihbmat4rrh7ktowips2qzywh6zer5r3xafhviyhqd.onion/form|2024-02-16 04:25:12.753995|
lockbit3|http://lockbitsupq3g62dni2f36snrdb4n5qzqvovbtkt5xffw3draxk6gwqd.onion/form|2024-02-16 08:27:15.607074|
lockbit3|http://lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv5vz337lslmhff2uad.onion/|2024-02-16 08:27:36.917156|
lockbit3|http://lockbitnotexk2vnf2q2zwjefsl3hjsnk4u74vq4chxrqpjclfydk4ad.onion/|2024-02-16 08:27:56.044601|
lockbit3|http://lockbitsup4yezcd5enk5unncx3zcy7kw6wllyqmiyhvanjj352jayid.onion|2024-02-16 08:28:22.254208|
bluesky|http://ccpyeuptrlatb2piua4ukhnhi7lrxgerrcrj4p2b5uhbzqm2xgdjaqid.onion|2023-10-17 15:16:51.959392|
solidbit|http://solidb2jco63vbhx4sfimnqmwhtdjk4jbbgq7a24cmzzkfse4rduxgid.onion/login|2022-08-27 10:46:42.853880|
yanluowang|http://jukswsxbh3jsxuddvidrjdvwuohtsy4kxg2axbppiyclomt2qciyfoad.onion|2022-11-01 16:42:08.390431|
nokoyawa|http://lirncvjfmdhv6samxvvlohfqx7jklfxoxj7xn3fh7qeabs3taemdsdqd.onion/|2022-07-11 22:26:00.512452|
nokoyawa|http://6yofnrq7evqrtz3tzi3dkbrdovtywd35lx3iqbc5dyh367nrdh4jgfyd.onion|2023-01-25 18:45:04.724882|
nokoyawa|http://nokoleakb76znymx443veg4n6fytx6spck6pc7nkr4dvfuygpub6jsid.onion|2023-10-08 08:23:07.925186|
nokoyawa|http://noko65rmtaiqyt2cw2h4jrxe3u56t2k7ov3nd22hoji4c5vnfib2i4yd.onion/api/leaks/get|2023-10-08 08:23:12.511888|
karakurt|https://omx5iqrdbsoitf3q4xexrqw5r5tfw7vp3vl3li3lfo7saabxazshnead.onion|2024-02-15 04:27:53.098987|
karakurt|https://3f7nxkjway3d223j27lyad7v5cgmyaifesycvmwq7i7cbs23lb6llryd.onion|2024-02-16 06:29:40.685845|
karakurt|https://karaleaks.com|2021-05-01 00:00:00.000000|
