Date|Victime|Domaine|Pays|Résumé|Titre|URL
2024-01-05|Toronto Zoo|torontozoo.com|CAN|Le zoo de Toronto a été victime d'une attaque de ransomware, faisant suite à une attaque similaire sur la bibliothèque publique de la ville. L'impact sur les invités, membres et donateurs est en cours d'investigation, mais aucune information de carte de crédit n'est actuellement stockée. Malgré l'attaque, le bien-être animal, les systèmes de soins et de soutien n'ont pas été touchés et le zoo continue de fonctionner normalement.|Toronto Zoo hit by ransomware attack|https://www.thestar.com/news/gta/toronto-zoo-hit-with-a-ransomware-attack/article_1bc4d908-ae68-11ee-a0ad-7b63b0bcf918.html
2024-01-04|Tigo Business|tigo.com.py|PRY|"Le Paraguay est en état d'alerte suite à une cyberattaque présumée de type ransomware qui a touché la division corporate d'une entreprise de télécommunications, affectant plus de 300 entreprises locales. La Direction Générale des Technologies de l'Information et de la Communication des Forces Militaires a émis un bulletin d'alerte officiel concernant les possibles conséquences de l'infection par ransomware. Les médias locaux ont rapporté que l'attaque a impacté les clients dans le domaine corporate de l'entreprise Tigo depuis jeudi, et Tigo Business a reconnu avoir subi un ""incident de sécurité"" dans son infrastructure."|Paraguay on alert after cyber attack; at least 300 companies affected - Ruetir|https://www.ruetir.com/2024/01/08/paraguay-on-alert-after-cyber-attack-at-least-300-companies-affected/
2024-01-06|loanDepot|loandepot.com|USA|La société de prêts hypothécaires américaine loanDepot a été victime d'une cyberattaque qui a entraîné la mise hors ligne de ses systèmes informatiques et de son portail de paiement, empêchant les paiements en ligne des prêts. L'entreprise collabore avec les forces de l'ordre et des experts en cybercriminalité pour enquêter sur l'incident. Bien que la nature exacte de l'attaque n'ait pas été divulguée, il est possible qu'il s'agisse d'une attaque par rançongiciel, et les clients sont avertis de la possibilité de phishing et de vol d'identité suite à la compromission de données sensibles lors d'une précédente brèche en août 2022.|Mortgage firm loanDepot cyberattack impacts IT systems, payment portal|https://www.bleepingcomputer.com/news/security/mortgage-firm-loandepot-cyberattack-impacts-it-systems-payment-portal/
2023-02-03|Cooper Aerobics|cooperaerobics.com|USA|Le 5 janvier 2023, Cooper Aerobics a signalé une violation de données personnelles suite à un accès non autorisé à son réseau informatique, révélant des informations sensibles telles que les noms, numéros de sécurité sociale, adresses, informations financières et données de santé des consommateurs. L'entreprise a confirmé que l'incident avait eu lieu le 3 février 2023 et a commencé à envoyer des notifications aux individus affectés après avoir terminé son enquête le 8 décembre 2023. Cooper Aerobics est une entreprise de santé et de bien-être basée à Dallas, Texas, avec plus de 619 employés et un chiffre d'affaires annuel d'environ 108 millions de dollars.|"Cooper Aerobics Confirms Recent Cyber attack Resulted in Data Breach Involving Sensitive Consumer Information | Console and Associates, P.C. - JDSupra"|https://www.jdsupra.com/legalnews/cooper-aerobics-confirms-recent-cyber-2951577/
2023-12-26|Fundação Caixa Beneficente dos Servidores (Funcabes)|funcabes.com.br|BRA|La Fundação Caixa Beneficente dos Servidores (Funcabes), affiliée à l'Université de Taubaté (Unitau), a été victime d'une cyberattaque pendant la période de fin d'année. Les pirates ont réussi à accéder à un ordinateur et à compromettre des documents et des feuilles de calcul, mais n'ont pas réussi à pénétrer dans les systèmes ou bases de données de l'institution. Un document de rançon en cryptomonnaies a été découvert sur l'ordinateur infecté, et l'Unitau a signalé l'incident à la police pour enquête.|Funcabes é alvo de ataque cibernético|https://www.meon.com.br/noticias/rmvale/funcabes-e-alvo-de-ataque-cibernetico
2023-07-27|Parathon by JDA eHealth Systems|parathon.com|USA|La société Parathon by JDA eHealth Systems, spécialisée dans la gestion du cycle de revenus dans le secteur de la santé, a confirmé avoir été victime d'une cyberattaque le 27 juillet 2023, au cours de laquelle des informations de santé protégées de patients ont été accédées et 560 Go de données ont été dérobées par le groupe de menaces Akira, qui a depuis lors retiré la mention de Parathon de son site de fuite de données, ce qui suggère que la rançon a été payée. Parathon a mis en place des mesures de sécurité renforcées et offre des services de surveillance de crédit aux individus affectés, bien qu'il n'ait pas trouvé de preuves d'utilisation frauduleuse des données volées. Il n'est pas cl|Parathon by JDA eHealth Systems Confirms July 2023 Cyberattack|https://www.hipaajournal.com/parathon-by-jda-ehealth-systems-data-breach/
2023-07-14|HealthEC LLC|healthec.com|USA|HealthEC LLC, une entreprise de technologie de santé, a informé d'une activité suspecte sur son réseau entre le 14 et le 23 juillet 2023, où des données sensibles de clients ont été potentiellement compromises, incluant des informations personnelles et médicales. L'entreprise a commencé à notifier les partenaires et les individus affectés après avoir complété une enquête le 24 octobre 2023. Ils recommandent aux individus de surveiller leurs comptes pour détecter toute activité suspecte et offrent des conseils sur la protection de l'identité, y compris l'utilisation de rapports de crédit gratuits, d'alertes de fraude et de gels de crédit.|"HealthEC | KLAS-recognized Population Health Management Company"|https://www.healthec.com/cyber-incident/
2024-01-01|Commune de Saint-Philippe|saintphilippe.re|FRA|La commune de Saint-Philippe a été ciblée par une attaque par rançongiciel le 1er janvier, entraînant la mise hors service de plusieurs services numériques, dont l'état civil et le bureau électoral. Une plainte a été déposée à la suite de cette cyberattaque et la mairie travaille avec une société spécialisée en cybersécurité pour gérer la situation et rétablir les services affectés. Malgré l'attaque, l'accueil téléphonique et physique de la mairie continue de fonctionner aux heures normales.|La commune de Saint-Philippe a été victime, le 1er janvier, d’une cyber attaque : une plainte déposée - LINFO.re|https://www.linfo.re/la-reunion/faits-divers/la-commune-de-saint-philippe-a-ete-victime-le-1er-janvier-d-une-cyber-attaque-une-plainte-deposee
2023-10-22|First Choice Dental|firstchoicedental.com|USA|Le 21 décembre 2023, First Choice Dental a signalé une violation de données à l'Office for Civil Rights du Département de la Santé et des Services Humains des États-Unis après avoir découvert un accès non autorisé à des informations confidentielles de patients. L'entreprise a sécurisé ses systèmes et travaille avec une firme de cybersécurité pour enquêter sur l'incident, qui a été rendu public le même jour sur leur site web, et prévoit d'envoyer des lettres de notification aux personnes affectées. First Choice Dental est une pratique dentaire basée à Madison, Wisconsin, avec 11 cliniques et plus de 109 employés, générant environ 10 millions de dollars de revenus annuels.|"First Choice Dental Files Notice of Data Breach with HHS-OCR Following Apparent Cyberattack | Console and Associates, P.C. - JDSupra"|https://www.jdsupra.com/legalnews/first-choice-dental-files-notice-of-9554584/
2024-01-04|City of Beckley|beckley.org|USA|La ville de Beckley a été ciblée par une cyberattaque qui a affecté son réseau informatique, selon un communiqué de presse de la ville. Les autorités sont en train d'enquêter sur l'origine de l'attaque, d'en déterminer l'étendue et l'impact complet, et de vérifier si des données ont été compromises. L'article ne précise pas la date exacte de l'attaque, mentionnant seulement qu'elle a eu lieu récemment, et indique que l'histoire est en cours de développement.|"City of Beckley responds to cyber attack | Don't Miss This | cleburnetimesreview.com"|https://www.cleburnetimesreview.com/cnhi_network/city-of-beckley-responds-to-cyber-attack/article_8c529375-23fa-592a-90eb-4d5778474e3a.html
2023-09-25|Highlands Oncology Group PA|highlandsoncologygroup.com|USA|Le 29 décembre 2023, Highlands Oncology Group PA a signalé une violation de données survenue en septembre 2023 après une cyberattaque, où des informations sensibles des patients, telles que les noms, dates de naissance, numéros de sécurité sociale et informations médicales, ont été accessibles à une partie non autorisée. L'entreprise a sécurisé ses systèmes, enquêté sur l'incident avec des professionnels de la cybersécurité et a commencé à envoyer des lettres de notification aux individus affectés. Highlands Oncology Group PA est un prestataire de services de santé spécialisé dans le traitement du cancer, basé en Arkansas, employant plus de 367 personnes et générant environ 48 millions de dollars de revenus annuels.|"Highlands Oncology Group Notifies Patients of September 2023 Data Breach | Console and Associates, P.C. - JDSupra"|https://www.jdsupra.com/legalnews/highlands-oncology-group-notifies-2877754/
2023-04-11|Middlefield Banking Company|middlefieldbank.bank|USA|La Middlefield Banking Company, basée dans l'Ohio, a signalé une violation de données le 21 décembre 2023, après qu'une cyberattaque a permis à une partie non autorisée d'accéder à des informations sensibles de clients et d'employés, incluant des numéros de sécurité sociale et des informations financières, entre autres. L'incident a été détecté pour la première fois le 12 avril 2023, et après une enquête approfondie, la banque a commencé à envoyer des lettres de notification aux individus affectés le 21 décembre 2023. Middlefield Bank, qui opère environ 20 agences et emploie plus de 185 personnes, offre divers services bancaires traditionnels et génère environ 54 millions de dollars de revenus|"Middlefield Bank Announces Data Breach Affecting Customers and Employees | Console and Associates, P.C. - JDSupra"|https://www.jdsupra.com/legalnews/middlefield-bank-announces-data-breach-2915034/
2023-03-21|Academy Mortgage Corporation|academymortgage.com|USA|Le 21 décembre 2023, Academy Mortgage Corporation a informé le procureur général du New Hampshire d'une violation de données survenue suite à une cyberattaque en mars 2023, où des informations sensibles des consommateurs, telles que les noms, dates de naissance et numéros de sécurité sociale, ont été accessibles à une partie non autorisée. Après enquête, l'entreprise a commencé à envoyer des lettres de notification de la brèche de données aux individus affectés le 21 décembre 2023. Academy Mortgage est un prêteur hypothécaire indépendant fondé en 1988, employant plus de 3 061 personnes et générant environ 1,6 milliard de dollars de revenus annuels.|"Academy Mortgage Notifies Consumers of Data Breach Following March 2023 Cyberattack | Console and Associates, P.C. - JDSupra"|https://www.jdsupra.com/legalnews/academy-mortgage-notifies-consumers-of-9415893/
2023-12-29|Xerox Business Solutions (XBS)|xeroxbusinesssolutions.com|USA|Xerox a confirmé qu'une de ses filiales, XBS, a été victime d'une cyberattaque impliquant un potentiel vol d'informations personnelles, suite aux revendications d'une attaque par le groupe INC Ransomware. La société a déclaré que l'incident n'avait pas affecté ses systèmes corporatifs ni ses opérations, mais que des informations personnelles limitées dans l'environnement XBS pourraient avoir été compromises. Xerox avait déjà été ciblée par des attaques de rançongiciel dans le passé, notamment par le groupe Maze en 2020 et avait été mentionnée dans des communications du groupe Conti en 2022.|After ransomware claims, Xerox says subsidiary hit with cyberattack|https://therecord.media/xerox-xbs-cyberattack
2023-12-18|GvW (Graf von Westphalen)|gvw.com|DEU|La firme GvW a subi une cyberattaque qui a temporairement bloqué l'accès à certains de ses systèmes informatiques, y compris la communication par e-mail, mais aucune donnée de clients n'a été divulguée. La firme a rapidement rétabli ses opérations grâce à des mesures de sécurité préexistantes et a informé les autorités compétentes, tout en promettant d'informer les personnes concernées si des accès illégaux aux données étaient découverts. Les détails de l'attaque ne sont pas divulgués en raison d'enquêtes en cours, mais des cas similaires de rançongiciels ont été signalés chez d'autres cabinets d'avocats.|"GvW übersteht Cyberangriff schnell | juve.de"|https://www.juve.de/markt-und-management/gvw-uebersteht-cyberangriff-schnell/
2023-12-28|Gallery Systems|emuseum.com|USA|Le fournisseur de solutions logicielles pour musées, Gallery Systems, a été victime d'une attaque par ransomware le 28 décembre dernier, entraînant la mise hors ligne de ses systèmes pour éviter la propagation du chiffrement malveillant. En conséquence, les plateformes de visualisation publique en ligne eMuseum, utilisées par plus de 800 musées, dont des institutions renommées comme le MoMA et le Met, sont actuellement indisponibles. Gallery Systems a informé les autorités et mène une enquête interne, tout en travaillant à la restauration des données à partir de la dernière sauvegarde disponible.|Online museum collections down after cyberattack on service provider|https://www.bleepingcomputer.com/news/security/online-museum-collections-down-after-cyberattack-on-service-provider/
2023-12-31|Grenfell Campus de Memorial University|mun.ca|CAN|L'Université Memorial a annoncé qu'un incident de cybersécurité affecte le campus Grenfell à Corner Brook, et en conséquence, les services informatiques (IT) du Marine Institute ont été temporairement suspendus. Des protocoles de sécurité ont été mis en place pour isoler les systèmes affectés et une enquête est en cours avec l'aide d'experts en cybersécurité, bien que l'étendue et la cause de l'incident restent inconnues. L'université a informé qu'elle notifierait directement les individus dont les informations pourraient être compromises et qu'elle travaille à atténuer les impacts sur les activités académiques, de recherche et administratives.|"Cybersecurity issue affecting Grenfell Campus of Memorial University | CBC News"|https://www.cbc.ca/news/canada/newfoundland-labrador/grenfell-cybersecurity-issue-12-31-1.7071898
2023-12-31|Mairie de Fouesnant|ville-fouesnant.fr|FRA|La mairie de Fouesnant a été la cible d'une cyberattaque significative qui a paralysé tous ses services, à l'exception du service de délivrance des passeports et cartes nationales d'identité, qui reste opérationnel grâce à une ligne sécurisée par l'État. L'accueil téléphonique et physique de la mairie continue de fonctionner aux heures normales, et les citoyens sont priés de reporter les demandes non urgentes.|"La mairie de Fouesnant victime d’une cyberattaque | Le Télégramme"|https://www.letelegramme.fr/finistere/fouesnant-29170/la-mairie-de-fouesnant-victime-dune-cyberattaque-6498204.php
2023-12-31|IPS Securex|ips-securex.com|SGP|Le 2 janvier, IPS Securex a annoncé que les serveurs du groupe avaient récemment été piratés. Une partie inconnue aurait eu un accès non autorisé à ses serveurs, rendant son réseau inaccessible. Le groupe a pris des mesures immédiates avec des experts externes pour identifier, contenir et traiter l'incident sur ses serveurs affectés.|IPS Securex’s servers hacked; no evidence of data exfiltration from cyberattack|https://www.theedgesingapore.com/news/company-news/ips-securexs-servers-hacked-no-evidence-data-exfiltration-cyberattack
2023-12-21|Court Services Victoria (CSV)|courts.vic.gov.au|AUS|Le système judiciaire de Victoria a été victime d'une attaque par ransomware, découverte le 21 décembre, qui a potentiellement exposé des enregistrements d'audiences sensibles, notamment des témoignages de témoins. Les experts en cybersécurité pensent que des pirates russes sont à l'origine de l'attaque, utilisant un ransomware commercial appelé Qilin pour chiffrer et voler les données, menaçant de les divulguer si une rançon n'est pas payée. Court Services Victoria a isolé et désactivé le réseau affecté pour contenir l'attaque et a mis en place un centre de contact pour les personnes concernées, assurant que les audiences de janvier se dérouleront comme prévu.|Cyber attack on Victoria's court system may have exposed recordings of sensitive cases - ABC News|https://www.abc.net.au/news/2024-01-02/victoria-court-system-targeted-in-cyber-attack-russian-hackers/103272118
2023-11-30|GCC Bend LLC (BackyardMedia)|backyardbend.com|USA|Les quatre stations de radio de GCC Bend LLC à Bend, Oregon, ont été victimes d'une cyberattaque par ransomware, qui a pris en otage leurs bibliothèques musicales et infecté leurs ordinateurs de programmation, exigeant une rançon en bitcoin. Le directeur général Andy Hilmes a annoncé sur Facebook que la société ne paierait pas la rançon et reconstruirait les stations à partir de zéro, entraînant des changements temporaires dans leur programmation habituelle.|Oregon Cluster Hit By Ransomware Attacks - RadioInsight|https://radioinsight.com/headlines/261739/oregon-cluster-hit-by-ransomware-attacks/
2023-12-22|Coop Värmland|coopvarmland.se|SWE|Une cyberattaque a empêché les paiements par carte dans les magasins Coop de Värmland en Suède pendant une grande partie du vendredi. Klas Olsson, le directeur de la communication de Coop Värmland, a indiqué que le problème a été résolu et que les paiements par carte fonctionnaient à nouveau, mais que l'attaque visait apparemment une forme d'extorsion économique sans qu'aucune demande de rançon n'ait été formulée. Coop Värmland rencontre toujours des problèmes avec ses systèmes de commande et prévoit de travailler à leur résolution pendant toute la période de Noël.|Hackerattack mot Coop - går inte betala med kort|https://www.tv4.se/artikel/1wCdrTThajamWHl1nV9oG6/hackerattack-mot-coop-gar-inte-betala-med-kort
2023-03-26|Retina Group of Washington|rgw.com|USA|Près de 456 000 patients ont été affectés par une violation de données au sein du Retina Group of Washington, et les notifications ont commencé à être envoyées 9 mois après l'incident. Le groupe a signalé à l'Office for Civil Rights du Département de la Santé et des Services Humains des États-Unis qu'une cyberattaque avait eu lieu le 26 mars 2023, entraînant le vol de données patients, incluant des informations sensibles comme les numéros de sécurité sociale et les informations médicales. Bien qu'aucun abus des données n'ait été identifié, le Retina Group of Washington n'offre pas de services de surveillance de crédit, mais conseille aux patients de rester vigilants face au risque de vol d'identité et de fraude|Retina Group of Washington Data Breach Affects 456,000 Patients|https://www.hipaajournal.com/retina-group-of-washington-data-breach/
2022-12-26|Conseil œcuménique des Églises (WCC)|oikoumene.org|CHE|Le Conseil œcuménique des Églises (WCC) a été victime d'une cyberattaque par ransomware le 26 décembre, entraînant la mise hors service de tous ses systèmes. Le secrétaire général du WCC, le Rév. Prof. Dr Jerry Pillay, a fermement condamné l'attaque et a affirmé que l'organisation ne céderait pas aux menaces, tout en soulignant la nécessité d'une voix forte pour la justice numérique. Le WCC a informé la police suisse et prend des mesures pour renforcer sa sécurité, tout en appelant à la vigilance face à d'éventuels canulars diffusés par les pirates.|WCC news: WCC hit by ransomware attack|https://mailchi.mp/wcc-coe/wcc-news-wcc-hit-by-ransomware-attack-243020
2022-12-25|Anna Jaques Hospital|ajh.org|USA|L'hôpital Anna Jaques a subi un incident cybernétique grave qui a compromis ses systèmes informatiques, entraînant des retards dans les services et la déviation des ambulances vers d'autres hôpitaux le jour de Noël. Les administrateurs de l'hôpital ont sécurisé l'environnement et engagé des professionnels de la cybersécurité pour l'enquête, mais n'ont pas fourni de détails sur la nature ou la cible de l'attaque. Le service d'ambulance a repris le 26 décembre et l'hôpital travaille en collaboration avec d'autres établissements du système de santé Beth Israel Lahey.|"Anna Jaques systems compromised after cyber issue | Local News | newburyportnews.com"|https://www.newburyportnews.com/news/local_news/anna-jaques-systems-compromised-after-cyber-issue/article_a5a6d88e-a58e-11ee-bc90-cf662aa3badb.html
2023-12-26|Syndicat Général des Vignerons de la Champagne|sgv-champagne.fr|FRA|Le 26 décembre, le SGV fait état d'un événement exceptionnel pour justifier de l'indisponibilité de ses services entre Noël et le nouvel an. Des sources concordantes font état d'une cyberattaque. Les données d'Onyphe font ressortir un serveur Exchange encore affecté, mi-décembre, par les vulnérabilités dites ProxyNotShell.|Suite à un événement exceptionnel, l'ensemble des services du SGV Champagne sera indisponible entre noël et jour de l'an.|https://www.facebook.com/SGVchampagne
2023-12-21|Ohio Lottery|ohiolottery.com|USA|Un incident de cybersécurité survenu le 21 décembre a affecté certaines applications internes de la Loterie de l'Ohio, entraînant l'indisponibilité des options de paiement mobile et des encaissements de prix supérieurs à 599 dollars chez les Super Détaillants. Bien que le système de jeu public reste pleinement opérationnel, les numéros gagnants pour les jeux KENO, Lucky One et les jackpots progressifs EZPLAY ne sont pas consultables sur le site web ou l'application mobile, mais peuvent être vérifiés chez n'importe quel détaillant de la Loterie de l'Ohio. Les réclamations de prix peuvent toujours être envoyées par courrier au bureau central de la Loterie de l'Ohio.|Ohio Lottery cyber incident on Christmas Eve compromises mobile cashing|https://www.cleveland19.com/2023/12/27/ohio-lottery-cyber-attack-christmas-eve-compromises-mobile-cashing/
2023-12-23|Commune de Härjedalen|harjedalen.se|SWE|La commune de Härjedalen en Suède a été victime d'une cyberattaque sérieuse le jour avant Noël, entraînant la paralysie de ses systèmes informatiques et empêchant des opérations telles que le paiement de factures ou la réception d'emails. Les techniciens informatiques de la commune, aidés par des consultants externes, travaillent sans relâche depuis l'attaque pour résoudre le problème.|IT-attacken mot Härjedalens kommun är ett utpressningsförsök|https://www.jamtlandstidning.se/harjedalen-harjedalens-kommun-it-attack/it-attacken-mot-harjedalens-kommun-ar-ett-utpressningsforsok/207351
2023-12-26|National Insurance Board of Trinidad and Tobago (NIBTT)|nibtt.net|TTO|Les bureaux de la National Insurance Board of Trinidad and Tobago (NIBTT) seront fermés du mercredi au vendredi (27-29 décembre) suite à une attaque avec ransomware survenue mardi. La NIBTT est en train d'évaluer ses systèmes pour protéger l'intégrité de ses données et de son matériel technologique, tout en collaborant avec des partenaires technologiques externes pour résoudre rapidement le problème. L'incident a été signalé à l'équipe de réponse aux incidents de cybersécurité de Trinidad et Tobago sous l'égide du ministère de la Sécurité nationale, avec qui la NIBTT travaille pour trouver une solution.|"Ransomware attack forces closure of NIB offices | Loop Trinidad & Tobago"|https://tt.loopnews.com/content/ransomware-attack-forces-closure-nib-offices
2023-12-15|Yakult Australia|yakult.com.au|AUS|"Yakult Australia, fabricant d'une boisson lactée probiotique, a confirmé avoir été victime d'un ""incident cybernétique"", suite à la fuite de 95 Go de données revendiquée par le groupe cybercriminel DragonForce. L'attaque, survenue à la mi-décembre, a affecté les systèmes informatiques de l'entreprise en Australie et en Nouvelle-Zélande, mais les bureaux restent ouverts et opérationnels. DragonForce a publié des données incluant des bases de données de l'entreprise, des contrats, des passeports et d'autres documents sensibles, après avoir tenté d'extorquer l'entreprise qui a refusé de coopérer."|Yakult Australia confirms 'cyber incident' after 95 GB data leak|https://www.bleepingcomputer.com/news/security/yakult-australia-confirms-cyber-incident-after-95-gb-data-leak/
2023-12-27|Eagers Automotive|eagersautomotive.com.au|AUS|"Le géant de l'automobile Eagers a suspendu la cotation de ses actions mercredi et a fait appel à des experts pour évaluer les retombées d'une récente cyberattaque. Il a demandé que la suspension dure au moins jusqu'à vendredi après avoir identifié un ""incident cybernétique"" qui, selon le directeur général Keith Thornton, perturbait les opérations de l'entreprise."|"Listed car retailer Eagers Automotive assesses damage from cyberattack | The West Australian"|https://thewest.com.au/technology/cyber-security/listed-car-retailer-eagers-automotive-assesses-damage-from-cyber-attack-c-13036954
2023-12-24|Cullman County Courthouse|co.cullman.al.us|USA|Le palais de justice du comté de Cullman en Alabama a été victime d'une attaque par rançongiciel (ransomware) durant le week-end, ce qui a perturbé les paiements en ligne, notamment pour les taxes foncières. Le commissaire aux revenus du comté, Barry Willingham, a découvert l'attaque après avoir été informé via un message Facebook qu'un résident ne pouvait pas effectuer de paiement en ligne. Aucune date précise de rétablissement du système n'a été annoncée, mais l'objectif est de le remettre en service d'ici jeudi ou vendredi, et les paiements en retard seront acceptés jusqu'au 5 janvier, avec une extension possible jusqu'au 8 janvier.|Cullman County Courthouse victim of cyberattack|https://www.cbs42.com/news/local/cullman-county-courthouse-victim-of-cyberattack/
2023-11-28|Integris Health|integrisok.com|USA|Des patients d'Integris Health en Oklahoma reçoivent des emails de chantage les informant que leurs données ont été dérobées lors d'une cyberattaque sur le réseau de santé et que ces données seront vendues si une rançon n'est pas payée. L'attaque, confirmée par Integris Health, a eu lieu le 28 novembre 2023, et les données compromises incluent des informations sensibles telles que les numéros de sécurité sociale et les détails des visites à l'hôpital. Integris Health a averti les patients de ne pas répondre aux emails d'extorsion, et il est suggéré que payer la rançon ne garantit pas la suppression des données et pourrait entraîner d'autres tentatives d'extorsion.|Integris Health patients get extortion emails after cyberattack|https://www.bleepingcomputer.com/news/security/integris-health-patients-get-extortion-emails-after-cyberattack/
2023-12-20|Ubisoft|ubisoft.com|FRA|Ubisoft, un éditeur français de jeux vidéo, enquête sur une possible violation de sécurité après que des captures d'écran de ses outils internes et logiciels de développement ont été divulguées en ligne. Un acteur de la menace non identifié a prétendu avoir pénétré dans les systèmes d'Ubisoft le 20 décembre et planifié l'exfiltration d'environ 900 Go de données, y compris un accès aux serveurs SharePoint, Microsoft Teams, Confluence et au panneau MongoDB Atlas de l'entreprise.|Ubisoft says it's investigating reports of a new security breach|https://www.bleepingcomputer.com/news/security/ubisoft-says-its-investigating-reports-of-a-new-security-breach/
2023-12-21|Universität Innsbruck|uibk.ac.at|AUT|La semaine dernière, l'Université d'Innsbruck a été la cible d'une cyberattaque au cours de laquelle environ 23 000 données de base des étudiants ont été téléchargées illégalement. Les informations sensibles compromises incluent des détails personnels tels que le nom, la date de naissance, le sexe, l'adresse de résidence et l'adresse e-mail universitaire. La police a été alertée, des mesures de contre-attaque ont été prises, et bien qu'il n'y ait pas d'action requise pour les étudiants affectés, ils ont été conseillés de rester vigilants face aux tentatives de phishing et de signaler tout incident suspect.|"Cyberangriff auf Uni Innsbruck | PULS 24"|https://www.puls24.at/news/politik/cyberangriff-auf-uni-innsbruck/316535
2023-12-24|Katholische Hospitalvereinigung Ostwestfalen (KHO)|kho.de|DEU|Des attaquants non identifiés ont compromis les systèmes informatiques de la Katholische Hospitalvereinigung Ostwestfalen (KHO) en Allemagne, en chiffrant des données de manière ciblée dans une attaque probablement menée par le ransomware LockBit 3.0. En réponse, tous les systèmes ont été immédiatement arrêtés pour des raisons de sécurité et un état-major de crise a été mis en place, bien que les données des patients restent accessibles grâce aux systèmes de sauvegarde. Le Bundeskriminalamt (Office fédéral de la police criminelle) a été informé et les spécialistes de la sécurité informatique travaillent à résoudre le problème, tandis que l'hôpital continue de fonctionner avec|Ostwestfalen-Lippe: Cyberangriff auf Krankenhäuser|https://www.westfalen-blatt.de/owl/bielefeld/cyberangriff-krankenhaeuser-ostwestfalen-lippe-herford-guetersloh-2889405
2023-10-23|Clay County Social Services.|claycountymn.gov|USA|Le système de gestion de documents électroniques CaseWorks, hébergé par le comté de Clay et utilisé par d'autres agences de services sociaux dans le Minnesota, a été ciblé par une attaque de ransomware, découverte le 27 octobre et annoncée le 22 décembre. Des données personnelles et de santé de personnes ayant reçu des services sociaux ont été dérobées entre le 23 et le 26 octobre, incluant des noms, numéros de sécurité sociale, adresses, dates de naissance, et d'autres informations sensibles. Le comté de Clay offre des services de surveillance de crédit aux individus affectés et conseille de surveiller les relevés de comptes et les rapports de crédit pour détecter toute activité frauduleuse ou suspecte|"Clay County-run social services system hit by ransomware attack - InForum | Fargo, Moorhead and West Fargo news, weather and sports"|https://www.inforum.com/news/minnesota/clay-county-run-social-services-system-hit-by-ransomware-attack
2023-11-04|Fresno Surgical Hospital|fresnosurgicalhospital.com|USA|L'Hôpital chirurgical de Fresno en Californie a été victime d'une cyberattaque le 4 novembre 2023, entraînant une fuite de données sensibles de patients, incluant noms complets, adresses, dates de naissance, informations médicales et de traitement. Après avoir détecté une activité suspecte sur son réseau, l'hôpital a collaboré avec des spécialistes en sécurité des données pour enquêter et a terminé l'examen des fichiers compromis le 11 décembre 2023. Des lettres notifiant la brèche de données ont été envoyées aux individus affectés le 21 décembre 2023.|"Fresno Surgical Hospital Targeted in Cyberattack, Leading to Patient Data Breach | Console and Associates, P.C. - JDSupra"|https://www.jdsupra.com/legalnews/fresno-surgical-hospital-targeted-in-1446348/
2023-12-21|Le département de l'Urbanisme et du Logement de Madhya Pradesh (Inde).|mpurban.gov.in|IND|Une cyberattaque majeure a visé le logiciel e-Municipality dans l'État de Madhya Pradesh en Inde, entraînant l'arrêt des services en ligne dans 412 autorités civiles, à l'exception de la municipalité de Bhopal. Les serveurs et autres réseaux du département de l'Urbanisme et du Logement ont été fermés par mesure de précaution, mais selon le secrétaire principal Neeraj Mandloi, les données sont sécurisées et aucune fuite n'a été détectée. Les équipes d'intervention d'urgence et la police cybernétique de l'Inde enquêtent sur l'incident, et des efforts sont en cours pour rétablir le portail sous la direction de MPSEDC et des experts.|"Cyber ​​attack in MP: Cyber ​​attack on e-Municipality software, online service stopped in 412 bodies GeoTv News | Geo Tv News"|https://geotvnews.com/cyber-attack-in-mp-cyber-attack-on-e-municipality-software-online-service-stopped-in-412-bodies-geotv-news/
2023-12-19|Liberty Hospital.|libertyhospital.org|USA|Liberty Hospital fait face à une perturbation de son système informatique depuis le 19 décembre, entraînant le transfert des patients aux urgences vers d'autres hôpitaux, tandis que ceux hospitalisés la nuit continuent de recevoir des soins. L'hôpital enquête activement sur l'origine de la perturbation, mettant l'accent sur la sécurité des patients comme principale préoccupation. Des spéculations sur les réseaux sociaux suggèrent une attaque de ransomware, mais l'hôpital n'a pas confirmé la nature du problème informatique ni l'étendue de l'impact sur les données, indiquant des efforts en cours pour évaluer la situation et rétablir les systèmes.|"Liberty Hospital continues to divert ER patients after IT disruption | News | mycouriertribune.com"|https://www.mycouriertribune.com/news/liberty-hospital-continues-to-divert-er-patients-after-it-disruption/article_53e6e289-5e9b-5dd6-95fd-f10179f1cdcf.html
2023-08-21|Keenan & Associates|keenan.com|USA|Le College of the Canyons a informé plus de 2 400 employés actuels et anciens d'une violation de données non autorisée survenue via leur fournisseur d'assurance, Keenan & Associates, entre le 21 et le 27 août 2023. Des informations privées, y compris les numéros de sécurité sociale et les informations d'assurance maladie, ont été compromises lors de l'incident, qui a été qualifié d'attaque de ransomware. Keenan a promis de contacter les personnes affectées après les vacances et a offert une adhésion gratuite de 24 mois à Experian IdentityWorks pour aider à la protection contre le vol d'identité.|COC alerts employees to third-party data breach|https://signalscv.com/2023/12/coc-alerts-employees-to-third-party-data-breach/
